hash	mode	neigh_hop	advanced_sort	sum_sort	wlhash	stabilized_at	cpu_time_s	max_mem_kib
00316e383123773ae35d3210f5396205	sum	0	0	1	ae261860dea0b9ca	5	0.102778	0
0033baadbd48d3f880e9b5a733bd4950	sum	0	0	1	145a3bdf4a540ac2	1	0.023708	0
0035666407d4ccb5082630045d60a5fe	sum	0	0	1	aecf268c6a6a9d8b	3	0.094184	0
0038cea06eae4c3234b7bb65d9a8497c	sum	0	0	1	857f3c4e40fce11c	3	0.09732	0
003a77d2aa15a5f93aa2cfe79b986c9e	sum	0	0	1	8cccd4e4f7dd6e61	2	0.335702	0
003de2086be59a5fb7a7aaad0992cf47	sum	0	0	1	65d5c1aecd6301ad	6	0.062039	0
003deabca05a76f3ee449221a80d8b62	sum	0	0	1	cf64bc7f092edb4d	24	55.8698	169636
0041051c73dcdd885d412a38e8b09fba	sum	0	0	1	c2fb59d8c738db43	3	0.091933	0
0041f01bcd7d0d1f9541cea6da79ad57	sum	0	0	1	5b3d60a4325af2dc	5	0.818045	0
0042a627dfba7daa62d6ce175540c8a2	sum	0	0	1	a39991ed92ca1751	4	1.28551	0
0043cfdde474fa37dfeb5ce5952d22f6	sum	0	0	1	8a0276be15f346de	4	0.073173	0
0049919cdf9556bfda5bb365af72414c	sum	0	0	1	40a3fcc7bef35e69	24	58.925	170184
004b0f451f7d96f6a572e9e76360f51a	sum	0	0	1	NA	NA	4.07	NA
005093e294b0ed0f7b23f341ff68968b	sum	0	0	1	e462177f8dd00423	24	61.7057	139028
00547b9476397463c8220560aeeea086	sum	0	0	1	55bf2c2062d7c241	74	104.91	70024
005522cf558f9b77ed345a289384e191	sum	0	0	1	4e0b676e22dc5406	4	0.053776	0
00597fb425e994af7a9d224ef4d09fc4	sum	0	0	1	b57d363e1224d49e	24	62.8106	154472
0059d4b1cf79efbc6e6ed50caee0448e	sum	0	0	1	a28402accf817779	10	0.18361	0
005ccb378ced61c02105ed7ee0a62038	sum	0	0	1	ffaf590f17a83835	1	0.353444	0
005d76c0f37b33d8b752f7ebdd157a99	sum	0	0	1	3fc6972c63dd7011	5	0.059674	0
00613b57720df18bec8d8dc68dc57a7b	sum	0	0	1	c663d03838a26eed	24	72.9544	176764
006282ac3d0013b911249d14c326f53d	sum	0	0	1	6bd9467922517be9	14	1.18257	0
0062dc10471119b9e13da682216b190f	sum	0	0	1	bddddd85c5ed8eb1	18	101.231	414540
0064aa2e16c9d4b18d32a45d3073fce9	sum	0	0	1	299229dd71d6b41c	25	14.251	51632
0067d012901f358831afb6d6e5f83767	sum	0	0	1	NA	NA	3.43	NA
006be0fb3ae0a75aac0e386c2e6c4669	sum	0	0	1	669bf02ab23ad2f7	59	44.0981	54040
006c57c6c09a6e4a4402f1dd264cab15	sum	0	0	1	9d51663eb29771a2	24	33.3429	139788
006cc1f4e081e7fd96a50a2171792f21	sum	0	0	1	bcfc773f7661aa40	24	31.1879	82796
006da0e3f4ad5b1ecd3651e66dbea36d	sum	0	0	1	eec5615b2b45f220	24	33.1123	90328
006dcf7e3d0fa7c39b0f542ad0ec949e	sum	0	0	1	NA	NA	2.81	NA
006e293dfc476b21c246b963c6eb16b7	sum	0	0	1	f4333bd9c9573c35	63	25.0516	37432
0071b624d91ebe408b0585f8c4e34fd9	sum	0	0	1	87b722f737735340	11	5.65932	42924
0072b0ce5c4ab8386763d10ef88f636e	sum	0	0	1	183a203d00729481	24	65.6702	147268
0072b38614d34eb3c6ffc36aef13ee3a	sum	0	0	1	7a848b1e64055e92	24	44.2374	133960
00784e1e1a9ae772aae7f33c1fa5fbe2	sum	0	0	1	d8c8af140eefbbb5	3	0.350752	0
00847fca81490df01b9e239fd6027378	sum	0	0	1	3a8c585446ae2b59	63	32.5914	29868
0085c7242003811caf4b7eff64022e55	sum	0	0	1	c7ffd7a3ce4d6674	24	57.3116	166048
008d1f79eec2b7712637e48aec7a63cd	sum	0	0	1	320c7d869efbaf55	24	54.853	123764
008d78352c3d630340e6a3ef0d7242d7	sum	0	0	1	362117ed3de8349f	22	43.6412	183660
008e7716c69009090ff6bd0048dc55f8	sum	0	0	1	de121910cc557153	75	66.9579	61328
008fa3f37db9759dee825665e78e2e80	sum	0	0	1	b6bc6bcf90b1877a	24	45.9889	108712
0091ac9434f528a4007d82d2443d2dc9	sum	0	0	1	f9777362debf9eaf	4	0.357878	14100
0092f19206d4641caaa3a638914bee3f	sum	0	0	1	ebd5354c6cf8af6b	24	43.4897	118664
0094d44002500c187e3c2d07a13bee7c	sum	0	0	1	aecbb5a2d6da7125	4	0.06079	0
009a4a6c23299b864508393ee726625a	sum	0	0	1	9adc2e081a969cc9	14	0.579267	0
00a1604721e43896a93b5329e5b38af4	sum	0	0	1	6ba3fc4169523be6	24	58.4538	144920
00a30fb1c0150fe3d6692afd2b220887	sum	0	0	1	b83566a1f63f6de0	27	3.7257	0
00a62eb89afbf27e1addf8f5c437da9b	sum	0	0	1	73987d2ce4bcd4eb	8	2.40019	28676
00a981f385cd209d41e1efa1f5f29bac	sum	0	0	1	NA	NA	2.5	NA
00ae4072f9b57d5d3cfe8919aff1b776	sum	0	0	1	NA	NA	2.31	NA
00aec3b2e38968bf8a922709e2acfccd	sum	0	0	1	f609c4e8532f48ac	3	0.811237	0
00aefd1fc30c425075166ca051e57218	sum	0	0	1	NA	NA	3.66	NA
00b1c27aee52d6dd9e112fa55d4cc1ca	sum	0	0	1	NA	NA	2.68	NA
00b46ace235e3915a439c77a231a5657	sum	0	0	1	1997b61ea7ba3b6c	10	2.16138	0
00b9b467c26540853360491401da61a5	sum	0	0	1	53c23b89f8202399	NA	23.4058	16640
00bb0b4ef28ed38c49de4c54b9fabc4d	sum	0	0	1	f39f4c34ad60c759	22	1.49567	0
00bbdbb1bc700e4c4ceb0d6e86e33c23	sum	0	0	1	9e3345b1a83dddd0	4	0.040654	0
00be4c67683c8edeca138279e13942cb	sum	0	0	1	NA	NA	0.34	NA
00be590675417eba2bb2585790ac392d	sum	0	0	1	c20d4c72f8a4c2dd	6	0.272948	0
00c4c1dfa04e7cd8b7abc80a4a4f7153	sum	0	0	1	a4ea43e12344d451	4	0.050093	0
00d0eef039aa1f9cf1cf2647a58fe313	sum	0	0	1	ba387d0d2fe5b387	4	2.02746	22104
00d1fe07ab948b348bb3fb423b1ef40d	sum	0	0	1	14a0c8386e5fdfdb	16	1.20418	10240
00d239e486137a4f7264adb4fb57d5ae	sum	0	0	1	8760aeb818b416eb	10	0.048654	0
00d25e6106c5c09bb5d8d0f7eae7385a	sum	0	0	1	NA	NA	NA	NA
00d3338cd6cdfa099ff29f036c77d93d	sum	0	0	1	NA	NA	NA	NA
