hash	mode	wlhash	stabilized_at	cpu_time_s	max_mem_kib	local	isohash	family	result	clauses	variables	bytes	cls1	cls2	cls3	cls4	cls5	cls6	cls7	cls8	cls9	cls10p	horn	invhorn	positive	negative
00274d0721d26f867b2573377712cac9	sum	b531b7c091fefe4e	15	14.5341	88448	/nfs/share/instances/gbd/cnf/00274d0721d26f867b2573377712cac9-27.smt2.cnf.xz	a98b53d0f8f0e2f592db32ad49a13198	bitvector	sat	284554	89850	5017384	47	147954	136553	0	0	0	0	0	0	0	204797	142502	40947	89461
00275f3018d50ba38867268739dfc44f	sum	a39edf0fcdffab0b	5	0.03256	0	/nfs/share/instances/gbd/cnf/00275f3018d50ba38867268739dfc44f-x9-04058.sat.sanitized.cnf.xz	fb9c4b5fc1c151737b9bf2544bafbc56	hamiltonian	unknown	1795	200	20873	0	1635	0	35	90	35	0	0	0	0	1635	160	160	1635
002a0330958a14deb23dcc84b5489e8a	sum	39d62f8b14740837	58	109.727	182164	/nfs/share/instances/gbd/cnf/002a0330958a14deb23dcc84b5489e8a-traffic_f_unknown.cnf.xz	227779ac538cd3a2c78c6ff3d8cad235	scheduling	unsat	763101	33320	19183036	0	52598	92683	617820	0	0	0	0	0	0	93867	93869	5067	5076
002bed2572e6e326815e674f288de8b4	sum	2a3c5afa403d053a	20	0.519771	0	/nfs/share/instances/gbd/cnf/002bed2572e6e326815e674f288de8b4-fdmus_b21_341.cnf.xz	7a0032b8aad3b21cda036a79caa5f6eb	fdmus	unsat	7704	2823	106592	6	5334	2364	0	0	0	0	0	0	0	5955	4611	733	2477
003154fc91d34d29ec5cf93b0bc32143	sum	bf6dfddb1b9febb3	24	19.6915	76608	/nfs/share/instances/gbd/cnf/003154fc91d34d29ec5cf93b0bc32143-54-78879.cnf.xz	3918389491f1e0424a221e5a508d30ff	station-repacking	unknown	320248	18477	4839266	3	319392	1	1	2	1	0	7	1	840	319395	856	856	319392
00316e383123773ae35d3210f5396205	sum	ae261860dea0b9ca	5	0.079422	0	/nfs/share/instances/gbd/cnf/00316e383123773ae35d3210f5396205-x9-11064.sat.sanitized.cnf.xz	9368b98845a0f9d0557d536ab072e400	hamiltonian	unknown	4940	550	61464	0	4500	0	100	240	100	0	0	0	0	4500	440	440	4500
0033baadbd48d3f880e9b5a733bd4950	sum	145a3bdf4a540ac2	1	0.023057	0	/nfs/share/instances/gbd/cnf/0033baadbd48d3f880e9b5a733bd4950-rope_0030.shuffled.cnf.xz	767c3e4149c9da1265bdfdb3e1526766	coloring	unsat	2520	1080	29236	0	2160	360	0	0	0	0	0	0	0	1810	1772	562	628
0035666407d4ccb5082630045d60a5fe	sum	aecf268c6a6a9d8b	3	0.090649	0	/nfs/share/instances/gbd/cnf/0035666407d4ccb5082630045d60a5fe-unif-k5-r21.117-v300-c6335-S7321118839272301463.cnf.xz	dbcbcc0d7ada0bf52960d506ac2fdfc7	uniform-random	unknown	6335	300	143385	0	0	0	0	6335	0	0	0	0	0	1173	1231	221	195
0038cea06eae4c3234b7bb65d9a8497c	sum	857f3c4e40fce11c	3	0.100005	0	/nfs/share/instances/gbd/cnf/0038cea06eae4c3234b7bb65d9a8497c-unif-k7-r89-v65-c5785-S709270457-007.cnf.xz	9ad8991134b4b8fce5115a69f27fb3e6	uniform-random	sat	5785	65	146422	0	0	0	0	0	0	5785	0	0	0	381	384	38	40
003a77d2aa15a5f93aa2cfe79b986c9e	sum	8cccd4e4f7dd6e61	2	0.320673	0	/nfs/share/instances/gbd/cnf/003a77d2aa15a5f93aa2cfe79b986c9e-fclqcolor-20-15-15.shuffled-as.sat05-1270.cnf.xz	52b4b2deffe6f3a04cde483bc0665f3a	coloring	sat	49835	790	718484	0	7050	42750	0	0	0	0	0	0	35	24809	28599	7950	5980
003de2086be59a5fb7a7aaad0992cf47	sum	65d5c1aecd6301ad	6	0.060456	0	/nfs/share/instances/gbd/cnf/003de2086be59a5fb7a7aaad0992cf47-x9-07025.sat.sanitized.cnf.xz	b4980faa72567edd1a8724e53088db1d	hamiltonian	unknown	3146	350	38238	0	2866	0	66	148	66	0	0	0	0	2866	280	280	2866
003deabca05a76f3ee449221a80d8b62	sum	cf64bc7f092edb4d	24	55.8585	167892	/nfs/share/instances/gbd/cnf/003deabca05a76f3ee449221a80d8b62-42-127629.cnf.xz	b3577d5a29c8de66ba0ef905fbaf8d01	station-repacking	unknown	746852	30142	11511107	3	745448	1	1	4	2	0	9	4	1380	745451	1404	1404	745448
0041051c73dcdd885d412a38e8b09fba	sum	c2fb59d8c738db43	3	0.073677	0	/nfs/share/instances/gbd/cnf/0041051c73dcdd885d412a38e8b09fba-rphp4_065_shuffled.cnf.xz	1731a457fce065a6a758b224839f45ee	relativized-pigeon-hole	unsat	6959	520	128602	0	650	0	6305	0	0	0	0	0	4	2235	2499	514	425
0041f01bcd7d0d1f9541cea6da79ad57	sum	5b3d60a4325af2dc	5	0.786209	0	/nfs/share/instances/gbd/cnf/0041f01bcd7d0d1f9541cea6da79ad57-SGI_30_60_24_40_2-dir.shuffled-as.sat03-118.cnf.xz	dbc0536d387cedf9d93e2cba738a15d5	subgraph-isomorphism	unsat	58758	720	628649	0	58734	0	0	0	0	0	0	0	24	42651	45366	16083	13368
0042a627dfba7daa62d6ce175540c8a2	sum	a39991ed92ca1751	4	0.908119	0	/nfs/share/instances/gbd/cnf/0042a627dfba7daa62d6ce175540c8a2-unif-k3-r4.267-v12200-c52057-S523604335245593178.cnf.xz	00e84d0fce166b24a60e3ea4f0c39069	uniform-random	sat	52057	12200	977220	0	0	52057	0	0	0	0	0	0	0	26040	26017	6415	6474
0043cfdde474fa37dfeb5ce5952d22f6	sum	8a0276be15f346de	4	0.050259	0	/nfs/share/instances/gbd/cnf/0043cfdde474fa37dfeb5ce5952d22f6-unif-c2520-v600-s1111033636.cnf.xz	e572d26645b1d19679631b2bd1f73955	uniform-random	unknown	2520	600	37574	0	0	2520	0	0	0	0	0	0	0	1229	1291	322	277
0049919cdf9556bfda5bb365af72414c	sum	40a3fcc7bef35e69	24	57.4463	170484	/nfs/share/instances/gbd/cnf/0049919cdf9556bfda5bb365af72414c-57-124044.cnf.xz	8bae8be4a4a1f4f09aaa6ddcf82a8c96	station-repacking	unknown	759017	30582	11708401	3	757588	2	1	5	3	0	9	3	1403	757591	1429	1429	757588
004b0f451f7d96f6a572e9e76360f51a	sum	5eeb69a3a4d0c6b2	NA	840.519	925816	/nfs/share/instances/gbd/cnf/004b0f451f7d96f6a572e9e76360f51a-spg_420_280.cnf.xz	8614f82909dc0eaab513724a4ecf9835	cellular-automata	unsat	3463100	674643	93154305	0	602493	1466473	829493	549907	14734	0	0	0	0	1646404	1342905	237160	528240
005093e294b0ed0f7b23f341ff68968b	sum	e462177f8dd00423	24	47.5441	140948	/nfs/share/instances/gbd/cnf/005093e294b0ed0f7b23f341ff68968b-55-115476.cnf.xz	b21f609b4df1cc4005ff03168b39dddd	station-repacking	unknown	610850	27075	9370661	3	609591	1	1	4	2	0	9	5	1234	609594	1259	1259	609591
00547b9476397463c8220560aeeea086	sum	55bf2c2062d7c241	74	98.1303	72508	/nfs/share/instances/gbd/cnf/00547b9476397463c8220560aeeea086-bench_3250.smt2.cnf.xz	7048a928cf30d19ea90bf3d1226af0b1	agile	sat	237920	66184	4569860	27	66447	166371	5069	0	0	0	4	0	2	115955	156700	45445	29596
005522cf558f9b77ed345a289384e191	sum	4e0b676e22dc5406	4	0.052489	0	/nfs/share/instances/gbd/cnf/005522cf558f9b77ed345a289384e191-unif-k3-r4.25-v420-c1785-S1394036608-091.cnf.xz	0b4af51b741fbb14bd00344a0cf306d5	uniform-random	unknown	1785	420	26281	0	0	1785	0	0	0	0	0	0	0	880	905	249	213
00597fb425e994af7a9d224ef4d09fc4	sum	b57d363e1224d49e	24	57.1358	154556	/nfs/share/instances/gbd/cnf/00597fb425e994af7a9d224ef4d09fc4-41-118813.cnf.xz	3e16c3107f0876b1db6dc13f179964a2	station-repacking	unknown	679195	28641	10451926	3	677864	1	1	4	2	0	8	4	1308	677867	1331	1331	677864
0059d4b1cf79efbc6e6ed50caee0448e	sum	a28402accf817779	10	0.180798	0	/nfs/share/instances/gbd/cnf/0059d4b1cf79efbc6e6ed50caee0448e-4col220_9_1.shuffled.cnf.xz	5865199aa84abc74c6a4626dae53555a	coloring	sat	3966	440	75241	6	0	0	3960	0	0	0	0	0	0	1208	1208	228	226
005ccb378ced61c02105ed7ee0a62038	sum	ffaf590f17a83835	1	0.378054	0	/nfs/share/instances/gbd/cnf/005ccb378ced61c02105ed7ee0a62038-mm-2x2-5-0-s.1.shuffled-as.sat03-1496.cnf.xz	9cc1026828eb0c34c158572ced7530ad	matrix-multiplication	unsat	32000	60	880640	0	0	0	0	1944	0	22680	0	2160	5216	1383	2290	403	219
005d76c0f37b33d8b752f7ebdd157a99	sum	3fc6972c63dd7011	5	0.060035	0	/nfs/share/instances/gbd/cnf/005d76c0f37b33d8b752f7ebdd157a99-x9-05041.sat.sanitized.cnf.xz	0075735c23a69c9898351ac443af5d3c	hamiltonian	unknown	2253	250	26806	0	2053	0	53	94	53	0	0	0	0	2053	200	200	2053
00613b57720df18bec8d8dc68dc57a7b	sum	c663d03838a26eed	24	58.7794	171432	/nfs/share/instances/gbd/cnf/00613b57720df18bec8d8dc68dc57a7b-51-135677.cnf.xz	bf482e8e134f686cb8d57bb4f1aa6799	station-repacking	unknown	756640	30429	11668943	3	755221	2	1	4	2	0	10	5	1392	755224	1419	1419	755221
006282ac3d0013b911249d14c326f53d	sum	6bd9467922517be9	14	1.19213	0	/nfs/share/instances/gbd/cnf/006282ac3d0013b911249d14c326f53d-bench_5908.smt2.cnf.xz	bd40bcc4daef04707a96e44a4eb0f14a	agile	unsat	16973	4913	263329	30	6865	9391	677	0	0	1	9	0	0	8700	11293	4615	1839
0062dc10471119b9e13da682216b190f	sum	bddddd85c5ed8eb1	18	114.426	415752	/nfs/share/instances/gbd/cnf/0062dc10471119b9e13da682216b190f-ex179_11.cnf.xz	7e2613987e25c3050afcd89a56b4afc4	tree-decomposition	sat	1735561	127037	36143236	1541	170913	834197	728910	0	0	0	0	0	0	641999	491864	246	46537
0064aa2e16c9d4b18d32a45d3073fce9	sum	299229dd71d6b41c	25	20.1587	52056	/nfs/share/instances/gbd/cnf/0064aa2e16c9d4b18d32a45d3073fce9-desmul.miter.used-as.sat04-330.cnf.xz	1e7e0203228fbd91f74db79d140099fc	miter	unsat	179895	28902	3949720	0	41362	84684	0	53848	0	0	0	0	1	48197	105262	46244	14440
0067d012901f358831afb6d6e5f83767	sum	9f015759f497b2e0	NA	422.894	318792	/nfs/share/instances/gbd/cnf/0067d012901f358831afb6d6e5f83767-bench_13811.smt2.cnf.xz	fbcb811266df25610bba15eddade86fd	agile	sat	1109409	318003	23051079	4748	378833	689156	35764	0	6	23	267	470	142	651300	646869	299664	83353
006be0fb3ae0a75aac0e386c2e6c4669	sum	669bf02ab23ad2f7	59	42.0288	55232	/nfs/share/instances/gbd/cnf/006be0fb3ae0a75aac0e386c2e6c4669-bench_501.smt2.cnf.xz	71e6e1d39c27648e0bbb09f85e7c3123	agile	sat	179968	50593	3389065	387	51921	123619	3977	0	5	1	50	0	8	89002	117367	36580	22200
006c57c6c09a6e4a4402f1dd264cab15	sum	9d51663eb29771a2	24	48.227	139872	/nfs/share/instances/gbd/cnf/006c57c6c09a6e4a4402f1dd264cab15-49-114312.cnf.xz	c6d26e830f3069a857bcf1d65abe592e	station-repacking	unknown	615298	27251	9443678	3	614033	1	1	4	2	0	9	3	1242	614036	1265	1265	614033
006cc1f4e081e7fd96a50a2171792f21	sum	bcfc773f7661aa40	24	33.3332	83108	/nfs/share/instances/gbd/cnf/006cc1f4e081e7fd96a50a2171792f21-54-87110.cnf.xz	dfd70d15b08fede08d51912e1b1341f5	station-repacking	unknown	349879	19672	5305900	3	348967	1	1	3	2	0	7	1	894	348970	912	912	348967
006da0e3f4ad5b1ecd3651e66dbea36d	sum	eec5615b2b45f220	24	26.3914	90340	/nfs/share/instances/gbd/cnf/006da0e3f4ad5b1ecd3651e66dbea36d-52-89991.cnf.xz	fb3d274bc265898c6be7acd3a26c97da	station-repacking	unknown	382609	20698	5812542	3	381654	1	0	3	2	0	6	0	940	381657	955	955	381654
006dcf7e3d0fa7c39b0f542ad0ec949e	sum	NA	NA	6001.88	49665660	/nfs/share/instances/gbd/cnf/006dcf7e3d0fa7c39b0f542ad0ec949e-UNSAT_P_sat_snake_p05.pddl_30.cnf.xz	1c04625e0d407e5572a1e49dfcf5bce8	planning	unsat	239054681	449048	4227570344	428	239029886	0	0	0	0	0	59	0	24308	239030314	6106692	196	232948398
006e293dfc476b21c246b963c6eb16b7	sum	f4333bd9c9573c35	63	30.6058	37168	/nfs/share/instances/gbd/cnf/006e293dfc476b21c246b963c6eb16b7-bench_2778.smt2.cnf.xz	e783c7abe50390825c521d9adb1ad0f8	agile	sat	112560	32084	2054846	490	36575	72129	3291	0	2	67	2	0	4	62409	68038	28168	10315
0071b624d91ebe408b0585f8c4e34fd9	sum	87b722f737735340	11	6.91962	43824	/nfs/share/instances/gbd/cnf/0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat.cnf.xz	ab1e93b4ab8be51c40a14b9543dd5c61	scheduling	unsat	154654	17850	3198392	0	32032	38441	84181	0	0	0	0	0	0	47601	47597	3648	3659
0072b0ce5c4ab8386763d10ef88f636e	sum	183a203d00729481	24	62.3032	146056	/nfs/share/instances/gbd/cnf/0072b0ce5c4ab8386763d10ef88f636e-49-118813.cnf.xz	87e7af8fda89223e204d0171229619c4	station-repacking	unknown	648616	28081	9967425	3	647312	1	1	4	2	0	9	3	1281	647315	1304	1304	647312
0072b38614d34eb3c6ffc36aef13ee3a	sum	7a848b1e64055e92	24	59.1419	133852	/nfs/share/instances/gbd/cnf/0072b38614d34eb3c6ffc36aef13ee3a-60-116374.cnf.xz	0130801e6dc199e8b5fcfb813f6f7729	station-repacking	unknown	581068	26375	8913484	3	579843	1	1	3	2	0	8	3	1204	579846	1225	1225	579843
00784e1e1a9ae772aae7f33c1fa5fbe2	sum	d8c8af140eefbbb5	3	0.395905	0	/nfs/share/instances/gbd/cnf/00784e1e1a9ae772aae7f33c1fa5fbe2-unif-k7-r85-v200-c17000-S266028630-005.cnf.xz	8152eb558f074c8088470f35bce4ed97	uniform-random	unknown	17000	200	503336	0	0	0	0	0	0	17000	0	0	0	1033	1093	127	131
00847fca81490df01b9e239fd6027378	sum	3a8c585446ae2b59	63	23.0589	30056	/nfs/share/instances/gbd/cnf/00847fca81490df01b9e239fd6027378-bench_1614.smt2.cnf.xz	570b13596b34c42f4f21c8830bf2a6c9	agile	sat	87531	25148	1577452	539	27713	56955	2266	0	2	50	4	0	2	46819	54701	20392	9172
0085c7242003811caf4b7eff64022e55	sum	c7ffd7a3ce4d6674	24	57.5555	175012	/nfs/share/instances/gbd/cnf/0085c7242003811caf4b7eff64022e55-50-121857.cnf.xz	1a7e89ef52d5a8988ea77b02ed7f30ef	station-repacking	unknown	738915	30116	11391945	3	737512	1	1	4	3	0	8	4	1379	737515	1403	1403	737512
008d1f79eec2b7712637e48aec7a63cd	sum	320c7d869efbaf55	24	44.8878	124300	/nfs/share/instances/gbd/cnf/008d1f79eec2b7712637e48aec7a63cd-53-105501.cnf.xz	1cf53ddb8e63e40181920c3b7980d77d	station-repacking	unknown	536507	25337	8217692	3	535337	1	1	3	2	0	8	2	1150	535340	1170	1170	535337
008d78352c3d630340e6a3ef0d7242d7	sum	362117ed3de8349f	22	80.0722	189292	/nfs/share/instances/gbd/cnf/008d78352c3d630340e6a3ef0d7242d7-54-132166.cnf.xz	0ad5dd947099af3c0783274dd270672d	station-repacking	unknown	819124	31511	12644081	3	817657	1	1	3	2	0	9	4	1444	817660	1467	1467	817657
008e7716c69009090ff6bd0048dc55f8	sum	de121910cc557153	75	64.0655	61308	/nfs/share/instances/gbd/cnf/008e7716c69009090ff6bd0048dc55f8-SAT_dat.k10.cnf.xz	be2f6ade7fb483507373d03afa16dca9	hardware-verification	unsat	207720	46169	4061570	148	84712	114816	155	294	11	1546	4486	0	1552	139105	127761	26186	20234
008fa3f37db9759dee825665e78e2e80	sum	b6bc6bcf90b1877a	24	44.66	109516	/nfs/share/instances/gbd/cnf/008fa3f37db9759dee825665e78e2e80-57-101750.cnf.xz	f88f8e340f859815fa59e35258b23019	station-repacking	unknown	471724	23581	7205637	3	470631	1	1	4	2	0	7	2	1073	470634	1093	1093	470631
0091ac9434f528a4007d82d2443d2dc9	sum	f9777362debf9eaf	4	0.704902	14100	/nfs/share/instances/gbd/cnf/0091ac9434f528a4007d82d2443d2dc9-ER_500_10_2.apx_2_DS-ST.cnf.xz	2596746a3a5a1a98e989221c8a2bf134	argumentation	unknown	38698	1002	471615	1	38196	0	0	0	0	0	0	0	501	37696	25799	501	12900
0092f19206d4641caaa3a638914bee3f	sum	ebd5354c6cf8af6b	24	48.039	118864	/nfs/share/instances/gbd/cnf/0092f19206d4641caaa3a638914bee3f-51-106342.cnf.xz	a0d603e1998e9f10f0f64eb03cfe002b	station-repacking	unknown	517852	24875	7925826	3	516700	1	1	4	2	0	8	2	1131	516703	1152	1152	516700
0094d44002500c187e3c2d07a13bee7c	sum	aecbb5a2d6da7125	4	0.058322	0	/nfs/share/instances/gbd/cnf/0094d44002500c187e3c2d07a13bee7c-unif-k3-r4.25-v480-c2040-S926047226-039.cnf.xz	db459329b26cef4c2cbd590442b6b877	uniform-random	unknown	2040	480	30229	0	0	2040	0	0	0	0	0	0	0	1040	1000	254	250
009a4a6c23299b864508393ee726625a	sum	9adc2e081a969cc9	14	1.08316	0	/nfs/share/instances/gbd/cnf/009a4a6c23299b864508393ee726625a-bench_10899.smt2.cnf.xz	f2fb36d7d50cf535e66d9112f7ce8296	agile	unsat	16094	4665	248122	32	6615	8761	676	0	0	1	9	0	0	8342	10448	4740	1729
00a1604721e43896a93b5329e5b38af4	sum	6ba3fc4169523be6	24	60.0125	155104	/nfs/share/instances/gbd/cnf/00a1604721e43896a93b5329e5b38af4-51-127798.cnf.xz	0cfbd3c5674cc518ec59cc385f71e49f	station-repacking	unknown	642113	27824	9864572	3	640819	1	1	4	2	0	10	4	1269	640822	1294	1294	640819
00a30fb1c0150fe3d6692afd2b220887	sum	b83566a1f63f6de0	27	2.78785	12800	/nfs/share/instances/gbd/cnf/00a30fb1c0150fe3d6692afd2b220887-Break_triple_10_16.xml.cnf.xz	d3bca9554403ba14eb67668c5955d205	scheduling	sat	28686	6443	409067	1	26468	1694	56	0	0	0	0	0	467	26249	11536	2420	15586
00a62eb89afbf27e1addf8f5c437da9b	sum	73987d2ce4bcd4eb	8	2.3565	0	/nfs/share/instances/gbd/cnf/00a62eb89afbf27e1addf8f5c437da9b-ortholatin-7.cnf.xz	0d70f59e9d0fbac87d26088a5f9a8812	unknown	sat	101038	6076	1497399	0	92610	245	686	0	49	7399	0	0	49	92904	17199	392	76832
00a981f385cd209d41e1efa1f5f29bac	sum	076f6971d23399ae	81	84.4535	84456	/nfs/share/instances/gbd/cnf/00a981f385cd209d41e1efa1f5f29bac-ibm-2004-03-k70.cnf.xz	cec04e06ad991983108fe7ed0cd92fea	hardware-verification	sat	286405	69839	5158079	951	198973	59577	9369	5495	4414	2725	752	1154	2995	223385	215283	22034	27707
00ae4072f9b57d5d3cfe8919aff1b776	sum	58453a5d875202c8	18	331.562	1169992	/nfs/share/instances/gbd/cnf/00ae4072f9b57d5d3cfe8919aff1b776-163.smt2.cnf.xz	fc97bd0ec4cb87b2f68aa86ced6b7939	bitvector	sat	4048674	1279524	83539105	121	2134278	1914275	0	0	0	0	0	0	0	2918172	2023057	591068	1298121
00aec3b2e38968bf8a922709e2acfccd	sum	f609c4e8532f48ac	3	0.8099	0	/nfs/share/instances/gbd/cnf/00aec3b2e38968bf8a922709e2acfccd-unif-k5-r20-v2000-c40000-S837431592-027-UNKNOWN.cnf.xz	46e8013cf9d4abccc77ac23ebae90828	uniform-random	unknown	40000	2000	1068581	0	0	0	0	40000	0	0	0	0	0	7520	7570	1278	1219
00aefd1fc30c425075166ca051e57218	sum	05fbd2e3d19fe6ae	NA	921.204	1070500	/nfs/share/instances/gbd/cnf/00aefd1fc30c425075166ca051e57218-barman-pfile10-038.sas.ex.15.cnf.xz	fdf55e1b02a137ed2884650e1b991092	planning	unsat	976656	430288	404779114	367	552383	125455	22262	8367	10922	7087	3076	2736	244001	552750	854048	367	122608
00b1c27aee52d6dd9e112fa55d4cc1ca	sum	5329b7ad5c3898aa	24	82.9352	203100	/nfs/share/instances/gbd/cnf/00b1c27aee52d6dd9e112fa55d4cc1ca-44-133937.cnf.xz	97955f61242534e7f83a587498330ff7	station-repacking	unknown	924336	33651	14297924	3	922772	1	1	5	2	0	9	2	1541	922775	1564	1564	922772
00b46ace235e3915a439c77a231a5657	sum	1997b61ea7ba3b6c	10	2.2224	21760	/nfs/share/instances/gbd/cnf/00b46ace235e3915a439c77a231a5657-TableSymModel_output_7_3_9.bul_.dimacs.cnf.xz	ec7ff6e2dc7b5cbfac5fa6bbfbe4121c	social-golfer	sat	70140	7182	1074390	21	55188	13230	1323	0	0	0	0	0	378	68439	5691	399	51219
00b9b467c26540853360491401da61a5	sum	53c23b89f8202399	NA	21.0455	17920	/nfs/share/instances/gbd/cnf/00b9b467c26540853360491401da61a5-minand064.cnf.xz	187460f08c94149081ab81130be5c5ce	bitvector	unsat	42956	14703	653012	2	28636	14318	0	0	0	0	0	0	0	29085	19566	9074	22943
00bb0b4ef28ed38c49de4c54b9fabc4d	sum	f39f4c34ad60c759	22	1.47891	0	/nfs/share/instances/gbd/cnf/00bb0b4ef28ed38c49de4c54b9fabc4d-25_2.cnf.xz	f5a9ab84b535fa44e91b7326cec9e453	cryptography-simon	sat	13792	4128	220677	128	3264	10400	0	0	0	0	0	0	0	6592	10592	65	2463
00bbdbb1bc700e4c4ceb0d6e86e33c23	sum	9e3345b1a83dddd0	4	0.042074	0	/nfs/share/instances/gbd/cnf/00bbdbb1bc700e4c4ceb0d6e86e33c23-glassybp-v300-s1496080651.cnf.xz	ed4d7d36d3f248f7bf8cba98c004bd01	glassy-gen	unknown	1400	300	20166	0	0	1400	0	0	0	0	0	0	0	707	693	172	185
00be4c67683c8edeca138279e13942cb	sum	7ff5c3459796dbfc	24	90.7183	241864	/nfs/share/instances/gbd/cnf/00be4c67683c8edeca138279e13942cb-52-139122.cnf.xz	bd5a63b78505ee1e7a14d0ba36cbbda6	station-repacking	unknown	1090261	36972	16908407	3	1088542	1	1	6	3	0	9	6	1690	1088545	1719	1719	1088542
00be590675417eba2bb2585790ac392d	sum	c20d4c72f8a4c2dd	6	0.270614	0	/nfs/share/instances/gbd/cnf/00be590675417eba2bb2585790ac392d-iso-brn008.shuffled-as.sat05-2933.cnf.xz	5bce323bf7c9cc5fa639c275deeeb53e	quasigroup-completion	sat	10265	1617	172559	118	1120	8577	53	55	57	113	102	16	54	5357	5226	1437	1350
00c4c1dfa04e7cd8b7abc80a4a4f7153	sum	a4ea43e12344d451	4	0.096517	0	/nfs/share/instances/gbd/cnf/00c4c1dfa04e7cd8b7abc80a4a4f7153-unif-k3-r4.26-v800-c3408-S1536861174-069.SATISFIABLE.cnf.xz	fb641e4d952898b3cd2a4bc89136cfd5	uniform-random	sat	3408	800	51528	0	0	3408	0	0	0	0	0	0	0	1730	1678	404	448
00d0eef039aa1f9cf1cf2647a58fe313	sum	ba387d0d2fe5b387	4	1.99611	0	/nfs/share/instances/gbd/cnf/00d0eef039aa1f9cf1cf2647a58fe313-unif-k4-r9.121-v8800-c80265-S4104809886357711891.cnf.xz	50d41e6dc0691f590bb5921dcd7abf7d	uniform-random	unknown	80265	8800	1886067	0	0	0	80265	0	0	0	0	0	0	24973	24974	4934	4957
00d1fe07ab948b348bb3fb423b1ef40d	sum	14a0c8386e5fdfdb	16	1.22234	0	/nfs/share/instances/gbd/cnf/00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized.cnf.xz	5d3300b44d1cc6cbe479aaa9120248f1	miter	unsat	15159	5068	217479	0	10044	5114	0	0	0	0	0	0	1	10771	7888	2227	6567
00d239e486137a4f7264adb4fb57d5ae	sum	8760aeb818b416eb	10	0.047697	0	/nfs/share/instances/gbd/cnf/00d239e486137a4f7264adb4fb57d5ae-hwb-n24-01-S1048418025.shuffled-as.sat03-1617.cnf.xz	a207e99f5dcfe500129f591ecbc4568b	miter	unsat	774	162	11405	0	18	452	304	0	0	0	0	0	0	319	328	75	84
00d25e6106c5c09bb5d8d0f7eae7385a	sum	aed33f295197dfff	24	40.7304	126784	/nfs/share/instances/gbd/cnf/00d25e6106c5c09bb5d8d0f7eae7385a-54-106649.cnf.xz	c8567ebc5cdaea08c7e4796d3759ed84	station-repacking	unknown	550261	25520	8432964	3	549081	1	1	3	2	0	7	4	1159	549084	1180	1180	549081
00d3338cd6cdfa099ff29f036c77d93d	sum	51cc55d70110ae4c	10	32.3701	166552	/nfs/share/instances/gbd/cnf/00d3338cd6cdfa099ff29f036c77d93d-sha256__zeroOut_17__freeIn_21__seed_1.cnf.xz	572ec11b1a0c5b64909b3cec9d800157	cryptography	sat	618749	37633	23246918	2813	656	55024	120048	64368	60000	225600	90240	0	0	150221	140485	1343	8230
00d41fe5805aef9e2e3b63e1d9497edf	sum	9d0e824ed98e862a	NA	373.188	388772	/nfs/share/instances/gbd/cnf/00d41fe5805aef9e2e3b63e1d9497edf-UNSAT_MS_opt_termes_p15.pddl_139.cnf.xz	19ec4ae0785061b74a5a0afb01fc545b	planning	unknown	1690192	116422	27751134	91	1668139	278	3058	3058	5004	278	5560	278	4448	1668230	953353	23	736907
00d46b1518fddf95bc8ba424e1b5b77d	sum	f31fb1e439569fab	24	30.0702	110372	/nfs/share/instances/gbd/cnf/00d46b1518fddf95bc8ba424e1b5b77d-43-103175.cnf.xz	a1dc58b83217220c28341ad72b0e3adc	station-repacking	unknown	477994	23671	7297070	3	476898	1	1	4	2	0	8	2	1075	476901	1096	1096	476898
00d5f0932042a96518b03e6fd2feaf48	sum	0b3fc9da27916997	24	41.1514	145592	/nfs/share/instances/gbd/cnf/00d5f0932042a96518b03e6fd2feaf48-56-115042.cnf.xz	42341b8aa4f6b19dd940332876db37ea	station-repacking	unknown	646819	27734	9931131	3	645528	1	1	4	2	0	9	3	1268	645531	1291	1291	645528
00d74259dcca2176f1cd561f52bc0326	sum	00a24457c9597a66	3	0.194616	0	/nfs/share/instances/gbd/cnf/00d74259dcca2176f1cd561f52bc0326-unif-k6-r43.37-v210-c9108-S5835296729793976499.cnf.xz	018bf9b9f44b687473a6c8619ed01a0a	uniform-random	unknown	9108	210	235273	0	0	0	0	0	9108	0	0	0	0	989	975	142	131
00df199d465391a52fc37b87f81a957f	sum	6e7b307a0662ed60	5	0.019835	0	/nfs/share/instances/gbd/cnf/00df199d465391a52fc37b87f81a957f-x9-02052.sat.sanitized.cnf.xz	83edf5c9db2b40e6234cd41c23398b7e	hamiltonian	unknown	900	100	9337	0	820	0	20	40	20	0	0	0	0	820	80	80	820
00e010712b854966aa56caf9c9dc4696	sum	717d7bfa4a9b633b	24	66.5666	150224	/nfs/share/instances/gbd/cnf/00e010712b854966aa56caf9c9dc4696-58-122927.cnf.xz	03bf2cec1365befee64db090b55e5c1c	station-repacking	unknown	664974	28356	10231025	3	663656	1	1	3	2	0	9	4	1295	663659	1318	1318	663656
