hash	mode	wlhash	stabilized_at	cpu_time_s	max_mem_kib	local	isohash	family	result	clauses	variables	bytes	cls1	cls2	cls3	cls4	cls5	cls6	cls7	cls8	cls9	cls10p	horn	invhorn	positive	negative
005ccb378ced61c02105ed7ee0a62038	adv	b542535416370414	1	0.478986	0	/nfs/share/instances/gbd/cnf/005ccb378ced61c02105ed7ee0a62038-mm-2x2-5-0-s.1.shuffled-as.sat03-1496.cnf.xz	9cc1026828eb0c34c158572ced7530ad	matrix-multiplication	unsat	32000	60	880640	0	0	0	0	1944	0	22680	0	2160	5216	1383	2290	403	219
005d76c0f37b33d8b752f7ebdd157a99	adv	0d312ba0b15a2b1f	5	0.069254	0	/nfs/share/instances/gbd/cnf/005d76c0f37b33d8b752f7ebdd157a99-x9-05041.sat.sanitized.cnf.xz	0075735c23a69c9898351ac443af5d3c	hamiltonian	unknown	2253	250	26806	0	2053	0	53	94	53	0	0	0	0	2053	200	200	2053
00613b57720df18bec8d8dc68dc57a7b	adv	2f54ee68f4f4a6aa	24	82.8093	178648	/nfs/share/instances/gbd/cnf/00613b57720df18bec8d8dc68dc57a7b-51-135677.cnf.xz	bf482e8e134f686cb8d57bb4f1aa6799	station-repacking	unknown	756640	30429	11668943	3	755221	2	1	4	2	0	10	5	1392	755224	1419	1419	755221
006282ac3d0013b911249d14c326f53d	adv	15907c054a561d51	14	1.42591	0	/nfs/share/instances/gbd/cnf/006282ac3d0013b911249d14c326f53d-bench_5908.smt2.cnf.xz	bd40bcc4daef04707a96e44a4eb0f14a	agile	unsat	16973	4913	263329	30	6865	9391	677	0	0	1	9	0	0	8700	11293	4615	1839
0062dc10471119b9e13da682216b190f	adv	3d14806330b14302	18	134.899	454052	/nfs/share/instances/gbd/cnf/0062dc10471119b9e13da682216b190f-ex179_11.cnf.xz	7e2613987e25c3050afcd89a56b4afc4	tree-decomposition	sat	1735561	127037	36143236	1541	170913	834197	728910	0	0	0	0	0	0	641999	491864	246	46537
0064aa2e16c9d4b18d32a45d3073fce9	adv	eff8268e46a34739	25	21.4927	60108	/nfs/share/instances/gbd/cnf/0064aa2e16c9d4b18d32a45d3073fce9-desmul.miter.used-as.sat04-330.cnf.xz	1e7e0203228fbd91f74db79d140099fc	miter	unsat	179895	28902	3949720	0	41362	84684	0	53848	0	0	0	0	1	48197	105262	46244	14440
0067d012901f358831afb6d6e5f83767	adv	d10d29781f80db11	NA	522.92	330624	/nfs/share/instances/gbd/cnf/0067d012901f358831afb6d6e5f83767-bench_13811.smt2.cnf.xz	fbcb811266df25610bba15eddade86fd	agile	sat	1109409	318003	23051079	4748	378833	689156	35764	0	6	23	267	470	142	651300	646869	299664	83353
006be0fb3ae0a75aac0e386c2e6c4669	adv	06ca2609a4844ff8	59	54.1994	57556	/nfs/share/instances/gbd/cnf/006be0fb3ae0a75aac0e386c2e6c4669-bench_501.smt2.cnf.xz	71e6e1d39c27648e0bbb09f85e7c3123	agile	sat	179968	50593	3389065	387	51921	123619	3977	0	5	1	50	0	8	89002	117367	36580	22200
006c57c6c09a6e4a4402f1dd264cab15	adv	54d1e8cbec124e4f	24	70.1839	145764	/nfs/share/instances/gbd/cnf/006c57c6c09a6e4a4402f1dd264cab15-49-114312.cnf.xz	c6d26e830f3069a857bcf1d65abe592e	station-repacking	unknown	615298	27251	9443678	3	614033	1	1	4	2	0	9	3	1242	614036	1265	1265	614033
006cc1f4e081e7fd96a50a2171792f21	adv	3f5fc4f09e673fa3	24	32.5317	84548	/nfs/share/instances/gbd/cnf/006cc1f4e081e7fd96a50a2171792f21-54-87110.cnf.xz	dfd70d15b08fede08d51912e1b1341f5	station-repacking	unknown	349879	19672	5305900	3	348967	1	1	3	2	0	7	1	894	348970	912	912	348967
006da0e3f4ad5b1ecd3651e66dbea36d	adv	a14792f5ee1c21c9	24	39.6457	106812	/nfs/share/instances/gbd/cnf/006da0e3f4ad5b1ecd3651e66dbea36d-52-89991.cnf.xz	fb3d274bc265898c6be7acd3a26c97da	station-repacking	unknown	382609	20698	5812542	3	381654	1	0	3	2	0	6	0	940	381657	955	955	381654
006dcf7e3d0fa7c39b0f542ad0ec949e	adv	NA	NA	6001.94	49811476	/nfs/share/instances/gbd/cnf/006dcf7e3d0fa7c39b0f542ad0ec949e-UNSAT_P_sat_snake_p05.pddl_30.cnf.xz	1c04625e0d407e5572a1e49dfcf5bce8	planning	unsat	239054681	449048	4227570344	428	239029886	0	0	0	0	0	59	0	24308	239030314	6106692	196	232948398
006e293dfc476b21c246b963c6eb16b7	adv	05f6b88530de9659	63	45.6024	37916	/nfs/share/instances/gbd/cnf/006e293dfc476b21c246b963c6eb16b7-bench_2778.smt2.cnf.xz	e783c7abe50390825c521d9adb1ad0f8	agile	sat	112560	32084	2054846	490	36575	72129	3291	0	2	67	2	0	4	62409	68038	28168	10315
0071b624d91ebe408b0585f8c4e34fd9	adv	3fdf9329fb76b486	11	8.12021	50604	/nfs/share/instances/gbd/cnf/0071b624d91ebe408b0585f8c4e34fd9-ctl_4291_567_7_unsat.cnf.xz	ab1e93b4ab8be51c40a14b9543dd5c61	scheduling	unsat	154654	17850	3198392	0	32032	38441	84181	0	0	0	0	0	0	47601	47597	3648	3659
0072b0ce5c4ab8386763d10ef88f636e	adv	318e795c66b3ad62	24	64.9443	153936	/nfs/share/instances/gbd/cnf/0072b0ce5c4ab8386763d10ef88f636e-49-118813.cnf.xz	87e7af8fda89223e204d0171229619c4	station-repacking	unknown	648616	28081	9967425	3	647312	1	1	4	2	0	9	3	1281	647315	1304	1304	647312
0072b38614d34eb3c6ffc36aef13ee3a	adv	1c39b8804a93717b	24	69.4676	154668	/nfs/share/instances/gbd/cnf/0072b38614d34eb3c6ffc36aef13ee3a-60-116374.cnf.xz	0130801e6dc199e8b5fcfb813f6f7729	station-repacking	unknown	581068	26375	8913484	3	579843	1	1	3	2	0	8	3	1204	579846	1225	1225	579843
00784e1e1a9ae772aae7f33c1fa5fbe2	adv	1249d822eb0d0c8b	3	0.565002	0	/nfs/share/instances/gbd/cnf/00784e1e1a9ae772aae7f33c1fa5fbe2-unif-k7-r85-v200-c17000-S266028630-005.cnf.xz	8152eb558f074c8088470f35bce4ed97	uniform-random	unknown	17000	200	503336	0	0	0	0	0	0	17000	0	0	0	1033	1093	127	131
00847fca81490df01b9e239fd6027378	adv	f0d88e4dbb09334f	63	28.5894	30500	/nfs/share/instances/gbd/cnf/00847fca81490df01b9e239fd6027378-bench_1614.smt2.cnf.xz	570b13596b34c42f4f21c8830bf2a6c9	agile	sat	87531	25148	1577452	539	27713	56955	2266	0	2	50	4	0	2	46819	54701	20392	9172
0085c7242003811caf4b7eff64022e55	adv	b2395d4f352a8721	24	80.6562	172348	/nfs/share/instances/gbd/cnf/0085c7242003811caf4b7eff64022e55-50-121857.cnf.xz	1a7e89ef52d5a8988ea77b02ed7f30ef	station-repacking	unknown	738915	30116	11391945	3	737512	1	1	4	3	0	8	4	1379	737515	1403	1403	737512
008d1f79eec2b7712637e48aec7a63cd	adv	936f0bc65967897d	24	65.2696	132868	/nfs/share/instances/gbd/cnf/008d1f79eec2b7712637e48aec7a63cd-53-105501.cnf.xz	1cf53ddb8e63e40181920c3b7980d77d	station-repacking	unknown	536507	25337	8217692	3	535337	1	1	3	2	0	8	2	1150	535340	1170	1170	535337
008d78352c3d630340e6a3ef0d7242d7	adv	fcfe20a84118561f	22	99.8491	210888	/nfs/share/instances/gbd/cnf/008d78352c3d630340e6a3ef0d7242d7-54-132166.cnf.xz	0ad5dd947099af3c0783274dd270672d	station-repacking	unknown	819124	31511	12644081	3	817657	1	1	3	2	0	9	4	1444	817660	1467	1467	817657
008e7716c69009090ff6bd0048dc55f8	adv	c45c905b90f3a615	75	80.0183	65492	/nfs/share/instances/gbd/cnf/008e7716c69009090ff6bd0048dc55f8-SAT_dat.k10.cnf.xz	be2f6ade7fb483507373d03afa16dca9	hardware-verification	unsat	207720	46169	4061570	148	84712	114816	155	294	11	1546	4486	0	1552	139105	127761	26186	20234
008fa3f37db9759dee825665e78e2e80	adv	70f5c54b0536467f	24	52.7635	117608	/nfs/share/instances/gbd/cnf/008fa3f37db9759dee825665e78e2e80-57-101750.cnf.xz	f88f8e340f859815fa59e35258b23019	station-repacking	unknown	471724	23581	7205637	3	470631	1	1	4	2	0	7	2	1073	470634	1093	1093	470631
0091ac9434f528a4007d82d2443d2dc9	adv	392206f617911784	4	0.901381	12800	/nfs/share/instances/gbd/cnf/0091ac9434f528a4007d82d2443d2dc9-ER_500_10_2.apx_2_DS-ST.cnf.xz	2596746a3a5a1a98e989221c8a2bf134	argumentation	unknown	38698	1002	471615	1	38196	0	0	0	0	0	0	0	501	37696	25799	501	12900
0092f19206d4641caaa3a638914bee3f	adv	a57d2b8f218bf689	24	34.6096	136500	/nfs/share/instances/gbd/cnf/0092f19206d4641caaa3a638914bee3f-51-106342.cnf.xz	a0d603e1998e9f10f0f64eb03cfe002b	station-repacking	unknown	517852	24875	7925826	3	516700	1	1	4	2	0	8	2	1131	516703	1152	1152	516700
0094d44002500c187e3c2d07a13bee7c	adv	356c59011990f7df	4	0.069932	0	/nfs/share/instances/gbd/cnf/0094d44002500c187e3c2d07a13bee7c-unif-k3-r4.25-v480-c2040-S926047226-039.cnf.xz	db459329b26cef4c2cbd590442b6b877	uniform-random	unknown	2040	480	30229	0	0	2040	0	0	0	0	0	0	0	1040	1000	254	250
009a4a6c23299b864508393ee726625a	adv	1e915d55b801dce6	14	1.36305	0	/nfs/share/instances/gbd/cnf/009a4a6c23299b864508393ee726625a-bench_10899.smt2.cnf.xz	f2fb36d7d50cf535e66d9112f7ce8296	agile	unsat	16094	4665	248122	32	6615	8761	676	0	0	1	9	0	0	8342	10448	4740	1729
00a1604721e43896a93b5329e5b38af4	adv	826279a7304e684c	24	61.0917	149972	/nfs/share/instances/gbd/cnf/00a1604721e43896a93b5329e5b38af4-51-127798.cnf.xz	0cfbd3c5674cc518ec59cc385f71e49f	station-repacking	unknown	642113	27824	9864572	3	640819	1	1	4	2	0	10	4	1269	640822	1294	1294	640819
00a30fb1c0150fe3d6692afd2b220887	adv	4c0861b174ac6cd8	27	4.50471	13248	/nfs/share/instances/gbd/cnf/00a30fb1c0150fe3d6692afd2b220887-Break_triple_10_16.xml.cnf.xz	d3bca9554403ba14eb67668c5955d205	scheduling	sat	28686	6443	409067	1	26468	1694	56	0	0	0	0	0	467	26249	11536	2420	15586
00a62eb89afbf27e1addf8f5c437da9b	adv	9356b6ed708bf0b2	8	2.18426	0	/nfs/share/instances/gbd/cnf/00a62eb89afbf27e1addf8f5c437da9b-ortholatin-7.cnf.xz	0d70f59e9d0fbac87d26088a5f9a8812	unknown	sat	101038	6076	1497399	0	92610	245	686	0	49	7399	0	0	49	92904	17199	392	76832
00a981f385cd209d41e1efa1f5f29bac	adv	9743a3beed31c2c5	81	87.6128	86884	/nfs/share/instances/gbd/cnf/00a981f385cd209d41e1efa1f5f29bac-ibm-2004-03-k70.cnf.xz	cec04e06ad991983108fe7ed0cd92fea	hardware-verification	sat	286405	69839	5158079	951	198973	59577	9369	5495	4414	2725	752	1154	2995	223385	215283	22034	27707
00ae4072f9b57d5d3cfe8919aff1b776	adv	af64ccdc3bea7849	18	369.97	1171808	/nfs/share/instances/gbd/cnf/00ae4072f9b57d5d3cfe8919aff1b776-163.smt2.cnf.xz	fc97bd0ec4cb87b2f68aa86ced6b7939	bitvector	sat	4048674	1279524	83539105	121	2134278	1914275	0	0	0	0	0	0	0	2918172	2023057	591068	1298121
00aec3b2e38968bf8a922709e2acfccd	adv	5c817c779ba898c6	3	1.09687	0	/nfs/share/instances/gbd/cnf/00aec3b2e38968bf8a922709e2acfccd-unif-k5-r20-v2000-c40000-S837431592-027-UNKNOWN.cnf.xz	46e8013cf9d4abccc77ac23ebae90828	uniform-random	unknown	40000	2000	1068581	0	0	0	0	40000	0	0	0	0	0	7520	7570	1278	1219
00aefd1fc30c425075166ca051e57218	adv	9eb4f7197afb8632	NA	2613.81	3127864	/nfs/share/instances/gbd/cnf/00aefd1fc30c425075166ca051e57218-barman-pfile10-038.sas.ex.15.cnf.xz	fdf55e1b02a137ed2884650e1b991092	planning	unsat	976656	430288	404779114	367	552383	125455	22262	8367	10922	7087	3076	2736	244001	552750	854048	367	122608
00b1c27aee52d6dd9e112fa55d4cc1ca	adv	011fb00a6754f2b6	24	123.89	236384	/nfs/share/instances/gbd/cnf/00b1c27aee52d6dd9e112fa55d4cc1ca-44-133937.cnf.xz	97955f61242534e7f83a587498330ff7	station-repacking	unknown	924336	33651	14297924	3	922772	1	1	5	2	0	9	2	1541	922775	1564	1564	922772
00b46ace235e3915a439c77a231a5657	adv	b1aab2c350a388b8	10	2.51828	19200	/nfs/share/instances/gbd/cnf/00b46ace235e3915a439c77a231a5657-TableSymModel_output_7_3_9.bul_.dimacs.cnf.xz	ec7ff6e2dc7b5cbfac5fa6bbfbe4121c	social-golfer	sat	70140	7182	1074390	21	55188	13230	1323	0	0	0	0	0	378	68439	5691	399	51219
00b9b467c26540853360491401da61a5	adv	4a50c8f02ea2077d	NA	26.0391	17920	/nfs/share/instances/gbd/cnf/00b9b467c26540853360491401da61a5-minand064.cnf.xz	187460f08c94149081ab81130be5c5ce	bitvector	unsat	42956	14703	653012	2	28636	14318	0	0	0	0	0	0	0	29085	19566	9074	22943
00bb0b4ef28ed38c49de4c54b9fabc4d	adv	027fd33175ef0091	22	1.77463	0	/nfs/share/instances/gbd/cnf/00bb0b4ef28ed38c49de4c54b9fabc4d-25_2.cnf.xz	f5a9ab84b535fa44e91b7326cec9e453	cryptography-simon	sat	13792	4128	220677	128	3264	10400	0	0	0	0	0	0	0	6592	10592	65	2463
00bbdbb1bc700e4c4ceb0d6e86e33c23	adv	1e40bb3078cae1a4	4	0.051567	0	/nfs/share/instances/gbd/cnf/00bbdbb1bc700e4c4ceb0d6e86e33c23-glassybp-v300-s1496080651.cnf.xz	ed4d7d36d3f248f7bf8cba98c004bd01	glassy-gen	unknown	1400	300	20166	0	0	1400	0	0	0	0	0	0	0	707	693	172	185
00be4c67683c8edeca138279e13942cb	adv	ef4995ed22b87280	24	122.579	275728	/nfs/share/instances/gbd/cnf/00be4c67683c8edeca138279e13942cb-52-139122.cnf.xz	bd5a63b78505ee1e7a14d0ba36cbbda6	station-repacking	unknown	1090261	36972	16908407	3	1088542	1	1	6	3	0	9	6	1690	1088545	1719	1719	1088542
00be590675417eba2bb2585790ac392d	adv	4d67bfe0ce63ef78	6	0.352845	0	/nfs/share/instances/gbd/cnf/00be590675417eba2bb2585790ac392d-iso-brn008.shuffled-as.sat05-2933.cnf.xz	5bce323bf7c9cc5fa639c275deeeb53e	quasigroup-completion	sat	10265	1617	172559	118	1120	8577	53	55	57	113	102	16	54	5357	5226	1437	1350
00c4c1dfa04e7cd8b7abc80a4a4f7153	adv	ead3d2789f23bbe5	4	0.113639	0	/nfs/share/instances/gbd/cnf/00c4c1dfa04e7cd8b7abc80a4a4f7153-unif-k3-r4.26-v800-c3408-S1536861174-069.SATISFIABLE.cnf.xz	fb641e4d952898b3cd2a4bc89136cfd5	uniform-random	sat	3408	800	51528	0	0	3408	0	0	0	0	0	0	0	1730	1678	404	448
00d0eef039aa1f9cf1cf2647a58fe313	adv	58c83a603fbf6e81	4	2.53176	0	/nfs/share/instances/gbd/cnf/00d0eef039aa1f9cf1cf2647a58fe313-unif-k4-r9.121-v8800-c80265-S4104809886357711891.cnf.xz	50d41e6dc0691f590bb5921dcd7abf7d	uniform-random	unknown	80265	8800	1886067	0	0	0	80265	0	0	0	0	0	0	24973	24974	4934	4957
00d1fe07ab948b348bb3fb423b1ef40d	adv	0100995234908c80	16	1.38987	0	/nfs/share/instances/gbd/cnf/00d1fe07ab948b348bb3fb423b1ef40d-lec_mult_KvW_12x11.sanitized.cnf.xz	5d3300b44d1cc6cbe479aaa9120248f1	miter	unsat	15159	5068	217479	0	10044	5114	0	0	0	0	0	0	1	10771	7888	2227	6567
00d239e486137a4f7264adb4fb57d5ae	adv	c960dd85d83576f1	10	0.058161	0	/nfs/share/instances/gbd/cnf/00d239e486137a4f7264adb4fb57d5ae-hwb-n24-01-S1048418025.shuffled-as.sat03-1617.cnf.xz	a207e99f5dcfe500129f591ecbc4568b	miter	unsat	774	162	11405	0	18	452	304	0	0	0	0	0	0	319	328	75	84
00d25e6106c5c09bb5d8d0f7eae7385a	adv	ef8c1f301e768ca9	24	69.0393	147312	/nfs/share/instances/gbd/cnf/00d25e6106c5c09bb5d8d0f7eae7385a-54-106649.cnf.xz	c8567ebc5cdaea08c7e4796d3759ed84	station-repacking	unknown	550261	25520	8432964	3	549081	1	1	3	2	0	7	4	1159	549084	1180	1180	549081
00d3338cd6cdfa099ff29f036c77d93d	adv	0351ae52d705460b	10	50.5391	248228	/nfs/share/instances/gbd/cnf/00d3338cd6cdfa099ff29f036c77d93d-sha256__zeroOut_17__freeIn_21__seed_1.cnf.xz	572ec11b1a0c5b64909b3cec9d800157	cryptography	sat	618749	37633	23246918	2813	656	55024	120048	64368	60000	225600	90240	0	0	150221	140485	1343	8230
00d41fe5805aef9e2e3b63e1d9497edf	adv	f8e0009712d74abc	NA	467.189	409032	/nfs/share/instances/gbd/cnf/00d41fe5805aef9e2e3b63e1d9497edf-UNSAT_MS_opt_termes_p15.pddl_139.cnf.xz	19ec4ae0785061b74a5a0afb01fc545b	planning	unknown	1690192	116422	27751134	91	1668139	278	3058	3058	5004	278	5560	278	4448	1668230	953353	23	736907
00d46b1518fddf95bc8ba424e1b5b77d	adv	bda59379c947a9f9	24	51.2781	116972	/nfs/share/instances/gbd/cnf/00d46b1518fddf95bc8ba424e1b5b77d-43-103175.cnf.xz	a1dc58b83217220c28341ad72b0e3adc	station-repacking	unknown	477994	23671	7297070	3	476898	1	1	4	2	0	8	2	1075	476901	1096	1096	476898
00d5f0932042a96518b03e6fd2feaf48	adv	a46772147f556541	24	79.2511	163948	/nfs/share/instances/gbd/cnf/00d5f0932042a96518b03e6fd2feaf48-56-115042.cnf.xz	42341b8aa4f6b19dd940332876db37ea	station-repacking	unknown	646819	27734	9931131	3	645528	1	1	4	2	0	9	3	1268	645531	1291	1291	645528
00d74259dcca2176f1cd561f52bc0326	adv	aae2ff8f8e77f66d	3	0.174863	0	/nfs/share/instances/gbd/cnf/00d74259dcca2176f1cd561f52bc0326-unif-k6-r43.37-v210-c9108-S5835296729793976499.cnf.xz	018bf9b9f44b687473a6c8619ed01a0a	uniform-random	unknown	9108	210	235273	0	0	0	0	0	9108	0	0	0	0	989	975	142	131
00df199d465391a52fc37b87f81a957f	adv	a355f4e310b68ec8	5	0.022737	0	/nfs/share/instances/gbd/cnf/00df199d465391a52fc37b87f81a957f-x9-02052.sat.sanitized.cnf.xz	83edf5c9db2b40e6234cd41c23398b7e	hamiltonian	unknown	900	100	9337	0	820	0	20	40	20	0	0	0	0	820	80	80	820
00e010712b854966aa56caf9c9dc4696	adv	0fd861c69cecde88	24	52.5903	157968	/nfs/share/instances/gbd/cnf/00e010712b854966aa56caf9c9dc4696-58-122927.cnf.xz	03bf2cec1365befee64db090b55e5c1c	station-repacking	unknown	664974	28356	10231025	3	663656	1	1	3	2	0	9	4	1295	663659	1318	1318	663656
00e1e5a05ed04bcb437bd7fc57a88b7f	adv	88d414e964f1ed2c	3	0.057321	0	/nfs/share/instances/gbd/cnf/00e1e5a05ed04bcb437bd7fc57a88b7f-unif-k5-r21.3-v100-c2130-S1225022879-08.UNSAT.shuffled.cnf.xz	c7469e03c5c0b41ce9587e8a4f2cf998	uniform-random	unsat	2130	100	40408	0	0	0	0	2130	0	0	0	0	0	385	392	67	68
00e289099ea9bcef6a056a8c8ba8a3c0	adv	ed3cae9cd78790ac	NA	171.075	142020	/nfs/share/instances/gbd/cnf/00e289099ea9bcef6a056a8c8ba8a3c0-ndist.b.21497.cnf.xz	5b42e642bcfcf38ae7330cd2b8f7bdbd	bitvector	sat	386932	279453	7223674	1	257954	128977	0	0	0	0	0	0	0	279450	193469	64488	171968
00e32767bee1894beb0b71867f279d36	adv	984e8e65d1f4ec46	24	122.021	297896	/nfs/share/instances/gbd/cnf/00e32767bee1894beb0b71867f279d36-48-136923.cnf.xz	7be8849a6dd0d5ecf129ff7de147769d	station-repacking	unknown	1135889	37961	17624244	3	1134125	2	1	5	3	0	10	5	1735	1134128	1764	1764	1134125
00e45ab8a1baf16155af6e59c3df5dbb	adv	14f08a866c866796	6	0.162802	0	/nfs/share/instances/gbd/cnf/00e45ab8a1baf16155af6e59c3df5dbb-x9-11092.sat.sanitized.cnf.xz	fbd9767b87568fb21925ce9cdc75ef29	hamiltonian	unknown	4950	550	61494	0	4510	0	110	220	110	0	0	0	0	4510	440	440	4510
00e5aac4701e62ae50c9f1504057fce8	adv	80d7752154eebbfc	18	0.661733	7680	/nfs/share/instances/gbd/cnf/00e5aac4701e62ae50c9f1504057fce8-bench_10701.smt2.cnf.xz	59892222332be61cacd06e08943bd5ac	agile	unknown	9720	2816	148223	8	3630	5698	384	0	0	0	0	0	0	5628	5598	2980	749
00e974264f8f9048b68c983f36643115	adv	77ff6497e46f21e9	24	70.1397	135064	/nfs/share/instances/gbd/cnf/00e974264f8f9048b68c983f36643115-47-108545.cnf.xz	6992f2cb21e2b75e7bf6742389baa01d	station-repacking	unknown	565820	26093	8672884	3	564612	1	1	4	2	0	8	2	1187	564615	1208	1208	564612
00ec2992d59f85705eb8e1f4f1e01b3d	adv	bddf23b7ead91ad5	1	0.011001	0	/nfs/share/instances/gbd/cnf/00ec2992d59f85705eb8e1f4f1e01b3d-sgen4-sat-280-8.cnf.xz	d0e5d8d44a8534076afaec8a6d0f6960	sgen	sat	672	280	8240	0	560	0	0	112	0	0	0	0	0	444	437	142	145
00ecd19c442956ff9a22584fd9bf439e	adv	3de7b1270deb8301	4	0.663485	0	/nfs/share/instances/gbd/cnf/00ecd19c442956ff9a22584fd9bf439e-unif-k3-r4.267-v5200-c22188-S8832663068472759902.cnf.xz	08820662453c916fb282278a763e244c	uniform-random	unknown	22188	5200	396361	0	0	22188	0	0	0	0	0	0	0	11060	11128	2720	2787
00063d88244921d6ec46aeab6866a8e2	sum	779efa1ba6c29dba	26	6.9443	31532	/nfs/share/instances/gbd/cnf/00063d88244921d6ec46aeab6866a8e2-6s16.cnf.xz	d642ae7fc5e1fd972d4b130407ea4519	miter	unsat	91888	31486	1503071	1	61258	30629	0	0	0	0	0	0	0	68623	47944	13315	36581
00072cf107ae1349c8c59a15c5ce4af1	sum	01ae9f0328d3deb1	4	0.023772	0	/nfs/share/instances/gbd/cnf/00072cf107ae1349c8c59a15c5ce4af1-unif-c1275-v300-s428434218.cnf.xz	1ef05341ba4017bd107a9b2aa6bb2841	uniform-random	unknown	1275	300	18322	0	0	1275	0	0	0	0	0	0	0	624	651	176	156
00076733bdbce94d7e44eca84f1425f0	sum	5059e2ed6d186af5	9	27.499	333580	/nfs/share/instances/gbd/cnf/00076733bdbce94d7e44eca84f1425f0-vlsat2_16297_1562268.dimacs.cnf.xz	a10da8b861b1e1a1a17af27060e94f6e	petrinet-concurrency	unsat	1562268	16297	22875440	1	1561890	1	1	1	1	1	1	1	370	1561890	379	379	1561889
000781b7a545fe723159e53127aff659	sum	1d5727988274486f	24	47.2498	147608	/nfs/share/instances/gbd/cnf/000781b7a545fe723159e53127aff659-42-121369.cnf.xz	8bf4adb12d796e486a0915ecd7dce20f	station-repacking	unknown	653485	28135	10044450	3	652176	1	1	4	2	0	9	4	1285	652179	1309	1309	652176
000a41cdca43be89ed62ea3abf2d0b64	sum	970bdaf6f332a578	12	30.5407	200620	/nfs/share/instances/gbd/cnf/000a41cdca43be89ed62ea3abf2d0b64-snw_13_9_pre.cnf.xz	bb3b6ceaeee2d5e9fd8e1066389a8a94	sorting-networks	sat	830517	24517	16343754	0	101968	544762	183690	0	0	6	0	0	91	680173	110547	4244	58680
000e4e0db67e27083649c20a2a3f761b	sum	09569a6f3eeded03	4	109.64	1016392	/nfs/share/instances/gbd/cnf/000e4e0db67e27083649c20a2a3f761b-unif-k5-r16.0-v250000-c4000000-S2840568844400290198.cnf.xz	0e00b2eed7d862a9322e74aff1d2eb36	uniform-random	sat	4000000	250000	149104452	0	0	0	0	4000000	0	0	0	0	0	749155	750175	125491	124936
00107d84f57e2371476a7b2cabe0b351	sum	f326f4db447d2c9b	74	540.858	690480	/nfs/share/instances/gbd/cnf/00107d84f57e2371476a7b2cabe0b351-sudoku-N30-18.cnf.xz	74869413385b1be800a65bb6252cd90d	sudoku	unsat	2262659	841990	45772665	657	1531740	521614	101500	774	17280	0	0	89064	30	2031366	882190	106057	804300
001304ba2e4e8adbd179aa3d8acb697b	sum	9b0d5e41292af638	5	0.022617	0	/nfs/share/instances/gbd/cnf/001304ba2e4e8adbd179aa3d8acb697b-x9-03065.sat.sanitized.cnf.xz	1d8c6a1369f306c697207991a8fd752a	hamiltonian	unknown	1347	150	15136	0	1227	0	27	66	27	0	0	0	0	1227	120	120	1227
001344c9b3cb1626af1c7c35155cf26a	sum	217803d0dc62e76a	NA	1208.43	1338648	/nfs/share/instances/gbd/cnf/001344c9b3cb1626af1c7c35155cf26a-bench_13439.smt2.cnf.xz	72b1b54fb940ce8eb1855bbcd8d4a750	agile	unsat	4751686	1313245	108797045	1572	1204899	3468194	76938	1	0	3	55	0	24	2099472	3332928	706329	703153
0020aa0c69379226948904ad455b6c09	sum	be9c844f1fd2c383	3	0.062507	0	/nfs/share/instances/gbd/cnf/0020aa0c69379226948904ad455b6c09-unif-k7-r89-v45-c4005-S179716588-02.UNSAT.shuffled.cnf.xz	7a6379702cd1a466bc7855c1fd39c502	uniform-random	unsat	4005	45	99357	0	0	0	0	0	0	4005	0	0	0	231	265	38	36
00213e27dabcf679205144f3dde5d37e	sum	2833e981afc83757	3	0.071274	0	/nfs/share/instances/gbd/cnf/00213e27dabcf679205144f3dde5d37e-unif-p12-k5-r21.117-v250-c5279-S8618839184587418381.cnf.xz	0afa13deb8144c4a2a366fc314fed25a	uniform-random	sat	5279	250	117580	0	0	0	0	5279	0	0	0	0	0	1007	1018	171	174
0022f125b13bd7ccc91e793431c67a52	sum	e8eaad4f7dabaf02	13	105.13	662768	/nfs/share/instances/gbd/cnf/0022f125b13bd7ccc91e793431c67a52-Kakuro-easy-048-ext.xml.hg_4.cnf.xz	f29b0ffa0d1e3681bd2df2ad53f73afa	hypertree-decomposition	sat	2786994	41874	64056109	84	60438	1164744	1561728	0	0	0	0	0	0	1918728	341670	3738	11760
0025a06f00f6e467f7cf4ef9e649b2a7	sum	99ed468e2442f9cb	40	40.6409	89308	/nfs/share/instances/gbd/cnf/0025a06f00f6e467f7cf4ef9e649b2a7-bench_15721.smt2.cnf.xz	d702bb664671ea32cfe33b04ed2acf99	agile	unknown	297058	84922	5481082	389	113715	170502	12452	0	0	0	0	0	0	170810	167913	98498	24262
00260e67c792062bc3e10e6b94522101	sum	9a0a65803a9fbe15	24	76.1574	197900	/nfs/share/instances/gbd/cnf/00260e67c792062bc3e10e6b94522101-46-137775.cnf.xz	b43d7a0abfd9b9ecc7c8cdf07df14242	station-repacking	unknown	889030	32971	13747752	3	887493	1	1	5	2	0	9	5	1511	887496	1537	1537	887493
0026aaf8bbf2df73cb5db34a7b7a7a04	sum	f690541151e355b1	24	64.6902	182328	/nfs/share/instances/gbd/cnf/0026aaf8bbf2df73cb5db34a7b7a7a04-42-132768.cnf.xz	d7f6183466dc80f719aed63fec0707bc	station-repacking	unknown	809889	31450	12500681	3	808422	1	1	4	2	0	9	4	1443	808425	1467	1467	808422
